"","type","country","category","a","sigma","value","date"
"32","NEWS","Kuwait","Protest",0.837603263685148,0.38016818559784,-0.2579572210361,2011-02-01
"33","NEWS","Lebanon","Protest",0.837603263685148,0.231297893928162,-0.771103588327899,2011-02-01
"34","NEWS","Libya","Protest",0.837603263685148,0.276282272044484,0.154759952725745,2011-02-01
"35","NEWS","Saudi Arabia","Protest",0.837603263685148,0.235935593911283,-0.303860062589779,2011-02-01
"36","NEWS","Syria","Protest",0.837603263685148,0.272456358951104,-0.530737045038196,2011-02-01
"37","NEWS","Tunisia","Protest",0.837603263685148,0.163293323187172,0.149962069974985,2011-02-01
"38","NEWS","UAE","Protest",0.837603263685148,0.260262605780776,-0.921209595946473,2011-02-01
"39","NEWS","Yemen","Protest",0.837603263685148,0.386997102306415,0.590358682900551,2011-02-01
"40","NEWS","Bahrain","Stopwords 1",0.917865130324458,0.144981779315979,-0.129872364684373,2011-02-01
"41","NEWS","Egypt","Stopwords 1",0.917865130324458,0.120981193066987,-0.094578368434341,2011-02-01
"42","NEWS","Iran","Stopwords 1",0.917865130324458,0.0645056319473057,-0.331304660606902,2011-02-01
"43","NEWS","Iraq","Stopwords 1",0.917865130324458,0.0675302402805219,0.0550117648768432,2011-02-01
"44","NEWS","Jordan","Stopwords 1",0.917865130324458,0.113875096143191,-0.0945702542696635,2011-02-01
"45","NEWS","Kuwait","Stopwords 1",0.917865130324458,0.138522410069736,-0.238763772103063,2011-02-01
"46","NEWS","Lebanon","Stopwords 1",0.917865130324458,0.10719636527604,0.00686831536956581,2011-02-01
"47","NEWS","Libya","Stopwords 1",0.917865130324458,0.213091079834951,0.0163683806278944,2011-02-01
"48","NEWS","Saudi Arabia","Stopwords 1",0.917865130324458,0.0799690120566378,0.172330830154014,2011-02-01
"49","NEWS","Syria","Stopwords 1",0.917865130324458,0.0958353492581404,-0.314043868949233,2011-02-01
"50","NEWS","Tunisia","Stopwords 1",0.917865130324458,0.0963665140439967,-0.105324166307487,2011-02-01
"51","NEWS","UAE","Stopwords 1",0.917865130324458,0.176609741212696,1.13950534635131,2011-02-01
"52","NEWS","Yemen","Stopwords 1",0.917865130324458,0.173861323750136,-0.681259834799374,2011-02-01
"53","NEWS","Bahrain","Stopwords 2",0.875038550637586,0.140079376363746,-0.0572599837303434,2011-02-01
"54","NEWS","Egypt","Stopwords 2",0.875038550637586,0.160306781379672,-0.0855708817213644,2011-02-01
"55","NEWS","Iran","Stopwords 2",0.875038550637586,0.1231990538804,-0.326906589765892,2011-02-01
"56","NEWS","Iraq","Stopwords 2",0.875038550637586,0.0804506120504729,-0.129302792778189,2011-02-01
"57","NEWS","Jordan","Stopwords 2",0.875038550637586,0.0620525989710767,-0.108858208799192,2011-02-01
"58","NEWS","Kuwait","Stopwords 2",0.875038550637586,0.2155586835876,0.252554030064741,2011-02-01
"59","NEWS","Lebanon","Stopwords 2",0.875038550637586,0.117197019691686,0.0467120490054356,2011-02-01
"60","NEWS","Libya","Stopwords 2",0.875038550637586,0.185734586565946,-0.0539745745139055,2011-02-01
"61","NEWS","Saudi Arabia","Stopwords 2",0.875038550637586,0.0890087460385307,0.163419741801052,2011-02-01
"62","NEWS","Syria","Stopwords 2",0.875038550637586,0.136535555674056,-0.135242146380965,2011-02-01
"63","NEWS","Tunisia","Stopwords 2",0.875038550637586,0.144792570158637,-0.00928469876423859,2011-02-01
"64","NEWS","UAE","Stopwords 2",0.875038550637586,0.230699504307997,1.07833083063578,2011-02-01
"65","NEWS","Yemen","Stopwords 2",0.875038550637586,0.232111226452608,-0.808824350050108,2011-02-01
"66","NEWS","Bahrain","Stopwords 3",0.884069092013029,0.0933971262483407,-0.135365236264624,2011-02-01
"67","NEWS","Egypt","Stopwords 3",0.884069092013029,0.143027684034285,-0.0767442524133828,2011-02-01
"68","NEWS","Iran","Stopwords 3",0.884069092013029,0.0931776929130566,-0.253884395148037,2011-02-01
"69","NEWS","Iraq","Stopwords 3",0.884069092013029,0.0949705325332864,0.0142737998542119,2011-02-01
"70","NEWS","Jordan","Stopwords 3",0.884069092013029,0.0943585136421807,-0.22718498131896,2011-02-01
"71","NEWS","Kuwait","Stopwords 3",0.884069092013029,0.12784928232508,-0.517476014805143,2011-02-01
"72","NEWS","Lebanon","Stopwords 3",0.884069092013029,0.0849655226414276,0.13156005861161,2011-02-01
"73","NEWS","Libya","Stopwords 3",0.884069092013029,0.115307873673785,-0.0845796817514414,2011-02-01
"74","NEWS","Saudi Arabia","Stopwords 3",0.884069092013029,0.103502881204375,0.0915221516568086,2011-02-01
"75","NEWS","Syria","Stopwords 3",0.884069092013029,0.104823101799679,-0.088789775386456,2011-02-01
"76","NEWS","Tunisia","Stopwords 3",0.884069092013029,0.144770662149909,-0.0229268952770238,2011-02-01
"77","NEWS","UAE","Stopwords 3",0.884069092013029,0.196994187241779,0.980177200252969,2011-02-01
"78","NEWS","Yemen","Stopwords 3",0.884069092013029,0.202190618207199,-0.531087399520374,2011-02-01
"79","NEWS","Bahrain","Terrorist Orgs",0.846018408982431,0.0900005692530045,-0.0629213137035884,2011-02-01
"80","NEWS","Egypt","Terrorist Orgs",0.846018408982431,0.169607087257028,0.0690419267529476,2011-02-01
"81","NEWS","Iran","Terrorist Orgs",0.846018408982431,0.0713608544910896,0.00265408658437827,2011-02-01
"82","NEWS","Iraq","Terrorist Orgs",0.846018408982431,0.127682784791793,-0.0187437213871525,2011-02-01
"83","NEWS","Jordan","Terrorist Orgs",0.846018408982431,0.103497945926646,0.0973353052973713,2011-02-01
"84","NEWS","Kuwait","Terrorist Orgs",0.846018408982431,0.0849508007754328,0.0171439953365008,2011-02-01
"85","NEWS","Lebanon","Terrorist Orgs",0.846018408982431,0.154621120608841,0.189762492719062,2011-02-01
"86","NEWS","Libya","Terrorist Orgs",0.846018408982431,0.136428308086806,-0.300420244743986,2011-02-01
"87","NEWS","Saudi Arabia","Terrorist Orgs",0.846018408982431,0.106650526995449,0.148494741265114,2011-02-01
"88","NEWS","Syria","Terrorist Orgs",0.846018408982431,0.0937342539890992,0.210052867932798,2011-02-01
"89","NEWS","Tunisia","Terrorist Orgs",0.846018408982431,0.183062337244171,0.0190822268210791,2011-02-01
"90","NEWS","UAE","Terrorist Orgs",0.846018408982431,0.150891842351013,-0.303459731166042,2011-02-01
"91","NEWS","Yemen","Terrorist Orgs",0.846018408982431,0.333506519692123,0.499641306087656,2011-02-01
"92","NEWS","Bahrain","Ethnic Groups",0.90140730175881,0.206098941824258,0.150958492391065,2011-02-01
"93","NEWS","Egypt","Ethnic Groups",0.90140730175881,0.172286152463997,-0.234559293608951,2011-02-01
"94","NEWS","Iran","Ethnic Groups",0.90140730175881,0.201625035195228,1.03365204881025,2011-02-01
"95","NEWS","Iraq","Ethnic Groups",0.90140730175881,0.11394218409381,0.136423900760206,2011-02-01
"96","NEWS","Jordan","Ethnic Groups",0.90140730175881,0.196031105274301,0.517293869194992,2011-02-01
"97","NEWS","Kuwait","Ethnic Groups",0.90140730175881,0.187572056859506,0.237249472240056,2011-02-01
"98","NEWS","Lebanon","Ethnic Groups",0.90140730175881,0.121664239182074,0.664311109218655,2011-02-01
"99","NEWS","Libya","Ethnic Groups",0.90140730175881,0.236894159793463,-0.468740066702366,2011-02-01
"100","NEWS","Saudi Arabia","Ethnic Groups",0.90140730175881,0.14710696950977,0.0910671134879213,2011-02-01
"101","NEWS","Syria","Ethnic Groups",0.90140730175881,0.0987594721489198,0.524661956648818,2011-02-01
"102","NEWS","Tunisia","Ethnic Groups",0.90140730175881,0.150159262033778,-0.0733136439210061,2011-02-01
"103","NEWS","UAE","Ethnic Groups",0.90140730175881,0.231442193829756,-0.693879381417841,2011-02-01
"104","NEWS","Yemen","Ethnic Groups",0.90140730175881,0.164832286520629,0.218491998283057,2011-02-01
"105","NEWS","Bahrain","Violence",0.826427424917742,0.273730393983741,0.532712847421049,2011-02-01
"106","NEWS","Egypt","Violence",0.826427424917742,0.261888800958484,-0.0773297285364204,2011-02-01
"107","NEWS","Iran","Violence",0.826427424917742,0.139322591418002,-0.393382723041971,2011-02-01
"108","NEWS","Iraq","Violence",0.826427424917742,0.188936896894791,-0.277045781677849,2011-02-01
"109","NEWS","Jordan","Violence",0.826427424917742,0.16118724166622,-0.356777702462496,2011-02-01
"110","NEWS","Kuwait","Violence",0.826427424917742,0.260728101806515,-0.0114726910070953,2011-02-01
"111","NEWS","Lebanon","Violence",0.826427424917742,0.176469191571396,-0.580726983318192,2011-02-01
"112","NEWS","Libya","Violence",0.826427424917742,0.192272141652261,0.650508445620005,2011-02-01
"113","NEWS","Saudi Arabia","Violence",0.826427424917742,0.18728549142444,-0.0463533008297429,2011-02-01
"114","NEWS","Syria","Violence",0.826427424917742,0.26044805506324,-0.661070865301941,2011-02-01
"115","NEWS","Tunisia","Violence",0.826427424917742,0.185201087972596,-0.0508229457831061,2011-02-01
"116","NEWS","UAE","Violence",0.826427424917742,0.326667096716618,-0.973214438728913,2011-02-01
"117","NEWS","Yemen","Violence",0.826427424917742,0.348956918446619,0.372313039565975,2011-02-01
"118","NEWS","Bahrain","War",0.889936663276355,0.256535271116616,-0.535137498964816,2011-02-01
"119","NEWS","Egypt","War",0.889936663276355,0.18762368566388,-0.257892064311856,2011-02-01
"120","NEWS","Iran","War",0.889936663276355,0.110549454736144,0.00916387816690593,2011-02-01
"121","NEWS","Iraq","War",0.889936663276355,0.184502111667265,1.2599350523776,2011-02-01
"122","NEWS","Jordan","War",0.889936663276355,0.214676344826307,-0.294992138245108,2011-02-01
"123","NEWS","Kuwait","War",0.889936663276355,0.235325681017322,0.152642211166163,2011-02-01
"124","NEWS","Lebanon","War",0.889936663276355,0.178575751314164,0.575505518792305,2011-02-01
"125","NEWS","Libya","War",0.889936663276355,0.182573825781993,0.250011893630235,2011-02-01
"126","NEWS","Saudi Arabia","War",0.889936663276355,0.0960702754211343,-0.123595647962517,2011-02-01
"127","NEWS","Syria","War",0.889936663276355,0.184963868831528,0.255012935173976,2011-02-01
"128","NEWS","Tunisia","War",0.889936663276355,0.242027463295903,-0.242102324901509,2011-02-01
"129","NEWS","UAE","War",0.889936663276355,0.367171571947844,-0.415961090354663,2011-02-01
"130","NEWS","Yemen","War",0.889936663276355,0.20948005529585,-0.58503790525999,2011-02-01
"131","NEWS","Bahrain","Youth",0.797305588373518,0.246376831270823,0.0599714475758599,2011-02-01
"132","NEWS","Egypt","Youth",0.797305588373518,0.167622884866369,0.0701872899275174,2011-02-01
"133","NEWS","Iran","Youth",0.797305588373518,0.167164550516067,-0.300643338269128,2011-02-01
"134","NEWS","Iraq","Youth",0.797305588373518,0.127131984176333,-0.258671011508449,2011-02-01
"135","NEWS","Jordan","Youth",0.797305588373518,0.165955313714809,-0.00972822877996623,2011-02-01
"136","NEWS","Kuwait","Youth",0.797305588373518,0.372649258435599,-0.0407933688919265,2011-02-01
"137","NEWS","Lebanon","Youth",0.797305588373518,0.191933008510688,-0.166436824126056,2011-02-01
"138","NEWS","Libya","Youth",0.797305588373518,0.167520765988498,-0.143892589790341,2011-02-01
"139","NEWS","Saudi Arabia","Youth",0.797305588373518,0.0648134746794357,0.103842026347447,2011-02-01
"140","NEWS","Syria","Youth",0.797305588373518,0.147730233146145,0.064624198280381,2011-02-01
"141","NEWS","Tunisia","Youth",0.797305588373518,0.298237950227645,0.23613533047997,2011-02-01
"142","NEWS","UAE","Youth",0.797305588373518,0.318901382349908,-0.221283838223411,2011-02-01
"143","NEWS","Yemen","Youth",0.797305588373518,0.29686591847628,0.129224235433809,2011-02-01
"144","TWITTER","Bahrain","Adaptation",0.677971094515901,0.231980495908362,-0.636423062603307,2011-02-01
"145","TWITTER","Egypt","Adaptation",0.677971094515901,0.174721721706177,0.309404987184146,2011-02-01
"146","TWITTER","Iran","Adaptation",0.677971094515901,0.23246680732204,-0.533812258736064,2011-02-01
"147","TWITTER","Iraq","Adaptation",0.677971094515901,0.461994724529003,-0.00994872458595441,2011-02-01
"148","TWITTER","Jordan","Adaptation",0.677971094515901,0.458010406818884,-0.0541316687446509,2011-02-01
"149","TWITTER","Kuwait","Adaptation",0.677971094515901,0.351733362615002,-0.164035551484247,2011-02-01
"150","TWITTER","Lebanon","Adaptation",0.677971094515901,0.307561306778264,0.394796894424628,2011-02-01
"151","TWITTER","Libya","Adaptation",0.677971094515901,0.410269496558669,-1.06646509958732,2011-02-01
"152","TWITTER","Saudi Arabia","Adaptation",0.677971094515901,0.306105604576174,-0.13624619746947,2011-02-01
"153","TWITTER","Syria","Adaptation",0.677971094515901,0.273652128276261,-0.434191540784102,2011-02-01
"154","TWITTER","Tunisia","Adaptation",0.677971094515901,0.406101688092629,-0.10178061940843,2011-02-01
"155","TWITTER","UAE","Adaptation",0.677971094515901,0.334856820225174,-0.324315945020138,2011-02-01
"156","TWITTER","Yemen","Adaptation",0.677971094515901,0.302490916382083,-0.493686384516268,2011-02-01
"157","TWITTER","Bahrain","Nationalities",0.777065864097472,0.285633524496322,-1.02141121054978,2011-02-01
"158","TWITTER","Egypt","Nationalities",0.777065864097472,0.152939964980026,-0.0452320455464043,2011-02-01
"159","TWITTER","Iran","Nationalities",0.777065864097472,0.208011545348896,-0.291852561746577,2011-02-01
"160","TWITTER","Iraq","Nationalities",0.777065864097472,0.21463108064738,-0.107190864541703,2011-02-01
"161","TWITTER","Jordan","Nationalities",0.777065864097472,0.44065161464847,-0.00447774475705747,2011-02-01
"162","TWITTER","Kuwait","Nationalities",0.777065864097472,0.536260545881093,-0.0589723225032397,2011-02-01
"163","TWITTER","Lebanon","Nationalities",0.777065864097472,0.250387597161747,0.56665916090068,2011-02-01
"164","TWITTER","Libya","Nationalities",0.777065864097472,0.205756965294962,0.260106925607042,2011-02-01
"165","TWITTER","Saudi Arabia","Nationalities",0.777065864097472,0.455505336274426,-0.138902569750392,2011-02-01
"166","TWITTER","Syria","Nationalities",0.777065864097472,0.14856558077272,0.0963763508167644,2011-02-01
"167","TWITTER","Tunisia","Nationalities",0.777065864097472,0.177903720454827,0.0354269778233944,2011-02-01
"168","TWITTER","UAE","Nationalities",0.777065864097472,0.469989731190301,0.0953037522930548,2011-02-01
"169","TWITTER","Yemen","Nationalities",0.777065864097472,0.264693214402619,-0.438190046660427,2011-02-01
"170","TWITTER","Bahrain","Protest",0.774743511909049,0.528728569640281,0.805158598417175,2011-02-01
"171","TWITTER","Egypt","Protest",0.774743511909049,0.305586483760679,-0.196598885897239,2011-02-01
"172","TWITTER","Iran","Protest",0.774743511909049,0.567793174819537,0.653082254552657,2011-02-01
"173","TWITTER","Iraq","Protest",0.774743511909049,0.716864569437666,0.296388793117201,2011-02-01
"174","TWITTER","Jordan","Protest",0.774743511909049,0.525526281939172,0.215346235597012,2011-02-01
"175","TWITTER","Kuwait","Protest",0.774743511909049,0.854755056481273,-0.532955545388838,2011-02-01
"176","TWITTER","Lebanon","Protest",0.774743511909049,0.624150639444514,-0.137079831734959,2011-02-01
"177","TWITTER","Libya","Protest",0.774743511909049,0.583624870094538,0.0710321868336927,2011-02-01
"178","TWITTER","Saudi Arabia","Protest",0.774743511909049,1.06386542372651,-0.612410103217288,2011-02-01
"179","TWITTER","Syria","Protest",0.774743511909049,0.339700397190145,0.359896759131402,2011-02-01
"180","TWITTER","Tunisia","Protest",0.774743511909049,0.503172532576915,-0.193175210045401,2011-02-01
"181","TWITTER","UAE","Protest",0.774743511909049,0.767951488153709,-0.56735833329226,2011-02-01
"182","TWITTER","Yemen","Protest",0.774743511909049,0.436557355977007,0.853746550833212,2011-02-01
"183","TWITTER","Bahrain","Stopwords 1",0.622398380902451,0.198287918136802,-0.248205048236265,2011-02-01
"184","TWITTER","Egypt","Stopwords 1",0.622398380902451,0.0889255514274965,0.0708096935631281,2011-02-01
"185","TWITTER","Iran","Stopwords 1",0.622398380902451,0.35744966927012,-0.447110071524157,2011-02-01
"186","TWITTER","Iraq","Stopwords 1",0.622398380902451,0.297736739067233,-0.298388177668023,2011-02-01
"187","TWITTER","Jordan","Stopwords 1",0.622398380902451,0.172480427468905,-0.412203762177737,2011-02-01
"188","TWITTER","Kuwait","Stopwords 1",0.622398380902451,0.27417989513578,0.413483192904512,2011-02-01
"189","TWITTER","Lebanon","Stopwords 1",0.622398380902451,0.25312533323399,-0.456168764817302,2011-02-01
"190","TWITTER","Libya","Stopwords 1",0.622398380902451,0.146691409550473,-0.0272393313825513,2011-02-01
"191","TWITTER","Saudi Arabia","Stopwords 1",0.622398380902451,0.205060141464534,0.272270808055722,2011-02-01
"192","TWITTER","Syria","Stopwords 1",0.622398380902451,0.112437566199472,-0.173158325902988,2011-02-01
"193","TWITTER","Tunisia","Stopwords 1",0.622398380902451,0.206085094557169,-0.122953960380152,2011-02-01
"194","TWITTER","UAE","Stopwords 1",0.622398380902451,0.258511715445041,0.355790481503336,2011-02-01
"195","TWITTER","Yemen","Stopwords 1",0.622398380902451,0.230416272210922,-0.406392215171818,2011-02-01
"196","TWITTER","Bahrain","Stopwords 2",0.550847452409325,0.15133278143735,-0.0360908500936052,2011-02-01
"197","TWITTER","Egypt","Stopwords 2",0.550847452409325,0.0878583060583587,0.0346065338177472,2011-02-01
"198","TWITTER","Iran","Stopwords 2",0.550847452409325,0.179208382912522,0.0137635291822964,2011-02-01
"199","TWITTER","Iraq","Stopwords 2",0.550847452409325,0.21995067484593,-0.418890803792309,2011-02-01
"200","TWITTER","Jordan","Stopwords 2",0.550847452409325,0.284845893362728,-0.000641264831443618,2011-02-01
"201","TWITTER","Kuwait","Stopwords 2",0.550847452409325,0.306080031519954,0.0125086325490162,2011-02-01
"202","TWITTER","Lebanon","Stopwords 2",0.550847452409325,0.243957786484528,-0.247069826689829,2011-02-01
"203","TWITTER","Libya","Stopwords 2",0.550847452409325,0.127081096233282,-0.0834780269787155,2011-02-01
"204","TWITTER","Saudi Arabia","Stopwords 2",0.550847452409325,0.182731573828924,0.325625900898948,2011-02-01
"205","TWITTER","Syria","Stopwords 2",0.550847452409325,0.0711599638809481,-0.0191677459888237,2011-02-01
"206","TWITTER","Tunisia","Stopwords 2",0.550847452409325,0.142146146330619,0.14040558263347,2011-02-01
"207","TWITTER","UAE","Stopwords 2",0.550847452409325,0.185489921497065,0.190163508964425,2011-02-01
"208","TWITTER","Yemen","Stopwords 2",0.550847452409325,0.156535401092272,-0.327440004592183,2011-02-01
"209","TWITTER","Bahrain","Stopwords 3",0.54057495033142,0.169735224649805,0.0902305013385735,2011-02-01
"210","TWITTER","Egypt","Stopwords 3",0.54057495033142,0.0844664360148508,0.0565484123053921,2011-02-01
"211","TWITTER","Iran","Stopwords 3",0.54057495033142,0.163313696280392,-0.221495762016806,2011-02-01
"212","TWITTER","Iraq","Stopwords 3",0.54057495033142,0.197323509428893,0.126236360414997,2011-02-01
"213","TWITTER","Jordan","Stopwords 3",0.54057495033142,0.294271377100137,0.182737386695215,2011-02-01
"214","TWITTER","Kuwait","Stopwords 3",0.54057495033142,0.197515957891694,0.330943660739488,2011-02-01
"215","TWITTER","Lebanon","Stopwords 3",0.54057495033142,0.194143379052343,-0.391911367796925,2011-02-01
"216","TWITTER","Libya","Stopwords 3",0.54057495033142,0.0880551407416108,-0.156312522132102,2011-02-01
"217","TWITTER","Saudi Arabia","Stopwords 3",0.54057495033142,0.190407389475566,-0.029202825703723,2011-02-01
"218","TWITTER","Syria","Stopwords 3",0.54057495033142,0.0755656921714312,-0.0753281753498703,2011-02-01
"219","TWITTER","Tunisia","Stopwords 3",0.54057495033142,0.127057406367808,0.0739212663931785,2011-02-01
"220","TWITTER","UAE","Stopwords 3",0.54057495033142,0.223128616194371,0.202170821613481,2011-02-01
"221","TWITTER","Yemen","Stopwords 3",0.54057495033142,0.160085232652305,-0.0216853925374395,2011-02-01
"222","TWITTER","Bahrain","Terrorist Orgs",0.669515163467327,0.383965049511632,-0.306179809072258,2011-02-01
"223","TWITTER","Egypt","Terrorist Orgs",0.669515163467327,0.209290829947192,0.0724915748215553,2011-02-01
"224","TWITTER","Iran","Terrorist Orgs",0.669515163467327,0.356958314681026,0.174724495334132,2011-02-01
"225","TWITTER","Iraq","Terrorist Orgs",0.669515163467327,0.328932861783345,0.165721459933661,2011-02-01
"226","TWITTER","Jordan","Terrorist Orgs",0.669515163467327,0.410617840497305,0.186763767468899,2011-02-01
"227","TWITTER","Kuwait","Terrorist Orgs",0.669515163467327,0.343249603340386,-0.0558338111058902,2011-02-01
"228","TWITTER","Lebanon","Terrorist Orgs",0.669515163467327,0.451389756234553,0.835377912078494,2011-02-01
"229","TWITTER","Libya","Terrorist Orgs",0.669515163467327,0.278977532869443,-0.261673173066219,2011-02-01
"230","TWITTER","Saudi Arabia","Terrorist Orgs",0.669515163467327,0.238137091194388,0.069170600178974,2011-02-01
"231","TWITTER","Syria","Terrorist Orgs",0.669515163467327,0.265375389753579,-0.336098319111194,2011-02-01
"232","TWITTER","Tunisia","Terrorist Orgs",0.669515163467327,0.32340346366844,-0.190407510721531,2011-02-01
"233","TWITTER","UAE","Terrorist Orgs",0.669515163467327,0.381758892202674,-0.141890607323364,2011-02-01
"234","TWITTER","Yemen","Terrorist Orgs",0.669515163467327,0.392091171400538,0.0764765180184604,2011-02-01
"235","TWITTER","Bahrain","Ethnic Groups",0.77137069512228,0.267528077646283,0.0526892709419419,2011-02-01
"236","TWITTER","Egypt","Ethnic Groups",0.77137069512228,0.256321705775317,0.0559373941527537,2011-02-01
"237","TWITTER","Iran","Ethnic Groups",0.77137069512228,0.330874806647591,0.582659737961476,2011-02-01
"238","TWITTER","Iraq","Ethnic Groups",0.77137069512228,0.323151686371499,0.0914795377521528,2011-02-01
"239","TWITTER","Jordan","Ethnic Groups",0.77137069512228,0.309870327988417,0.507915770731448,2011-02-01
"240","TWITTER","Kuwait","Ethnic Groups",0.77137069512228,0.422828246546682,-0.11429840306238,2011-02-01
"241","TWITTER","Lebanon","Ethnic Groups",0.77137069512228,0.303377741527687,0.465090467403248,2011-02-01
"242","TWITTER","Libya","Ethnic Groups",0.77137069512228,0.377335680284903,-0.402575531088933,2011-02-01
"243","TWITTER","Saudi Arabia","Ethnic Groups",0.77137069512228,0.344582903197558,0.24852364075749,2011-02-01
"244","TWITTER","Syria","Ethnic Groups",0.77137069512228,0.232567716225564,0.175927164550802,2011-02-01
"245","TWITTER","Tunisia","Ethnic Groups",0.77137069512228,0.356670596983648,0.668564586069708,2011-02-01
"246","TWITTER","UAE","Ethnic Groups",0.77137069512228,0.424043536672175,-0.0511202473981191,2011-02-01
"247","TWITTER","Yemen","Ethnic Groups",0.77137069512228,0.395244573750919,-0.277592111958979,2011-02-01
"248","TWITTER","Bahrain","Violence",0.834076537475413,0.794179875377083,-0.337069490457882,2011-02-01
"249","TWITTER","Egypt","Violence",0.834076537475413,0.53935533541,-0.212501847094088,2011-02-01
"250","TWITTER","Iran","Violence",0.834076537475413,0.728080929878447,-0.713629170893307,2011-02-01
"251","TWITTER","Iraq","Violence",0.834076537475413,0.491243397036792,-0.827537916773608,2011-02-01
"252","TWITTER","Jordan","Violence",0.834076537475413,0.800016755812181,-1.16341999722209,2011-02-01
"253","TWITTER","Kuwait","Violence",0.834076537475413,0.621150810456284,-1.04048437178323,2011-02-01
"254","TWITTER","Lebanon","Violence",0.834076537475413,0.85127820597477,-2.14558383168058,2011-02-01
"255","TWITTER","Libya","Violence",0.834076537475413,0.560184635099637,0.557702158549527,2011-02-01
"256","TWITTER","Saudi Arabia","Violence",0.834076537475413,0.882416758509804,-0.879296109028789,2011-02-01
"257","TWITTER","Syria","Violence",0.834076537475413,0.356416236762677,0.411424260214585,2011-02-01
"258","TWITTER","Tunisia","Violence",0.834076537475413,0.701111474367255,-0.590060937501165,2011-02-01
"259","TWITTER","UAE","Violence",0.834076537475413,0.698072198225845,-0.342611008015489,2011-02-01
"260","TWITTER","Yemen","Violence",0.834076537475413,0.46134877122628,0.0944983316434617,2011-02-01
"261","TWITTER","Bahrain","War",0.923111060078709,0.330961168816954,-0.703086548876939,2011-02-01
"262","TWITTER","Egypt","War",0.923111060078709,0.505706008085288,-0.411646772998498,2011-02-01
"263","TWITTER","Iran","War",0.923111060078709,0.260662836364566,-0.397573113574497,2011-02-01
"264","TWITTER","Iraq","War",0.923111060078709,0.342545313364117,1.58967355833743,2011-02-01
"265","TWITTER","Jordan","War",0.923111060078709,0.728054918337123,-0.808238911617941,2011-02-01
"266","TWITTER","Kuwait","War",0.923111060078709,0.45515744007804,-1.07033812728149,2011-02-01
"267","TWITTER","Lebanon","War",0.923111060078709,0.508071681547527,0.219182032776977,2011-02-01
